elitmus_id,user_id,question_result_id,question_id,skipped,answered,correct,seconds_taken,avg_time
4822695,94315,7320694,4567,0,true,false,160,104.032
4822695,94315,7320695,4571,1,true,true,79,103.262
4822695,94315,7320696,4573,1,true,true,9,72.8122
4822695,94315,7320697,4570,2,true,false,27,90.8704
4822695,94315,7320698,4569,1,true,false,109,83.754
4822695,94315,7320699,4561,1,true,false,93,78.0423
4822695,94315,7320700,4560,2,true,false,208,126.669
4822695,94315,7320701,4581,2,true,false,194,134.595
4822695,94315,7320702,4580,2,true,false,44,135.405
4822695,94315,7320703,4582,3,true,false,173,106.196
4822695,94315,7320704,4583,2,true,false,256,97.6534
4822695,94315,7320705,4584,3,true,false,35,71.0106
4822695,94315,7320706,4587,1,true,true,6,102.426
4822695,94315,7320707,4586,1,true,false,8,75.6429
4822695,94315,7320708,4585,1,true,true,5,111.489
4822695,94315,7320709,4620,1,true,true,17,93.5317
4822695,94315,7320710,4621,1,true,false,5,95.1878
4822695,94315,7320711,4622,1,true,false,4,82.6455
4822695,94315,7320712,4592,1,true,false,6,61.6138
4822695,94315,7320713,4593,1,true,false,5,72.7937
4822695,94315,7320714,4591,1,true,true,5,52.7513
4822695,94315,7320715,4594,2,true,false,7,53.4683
4822695,94315,7320716,4595,1,true,false,7,70.0423
4822695,94315,7320717,4598,0,true,false,221,71.8915
4822695,94315,7320718,4599,0,true,false,182,60.9206
4822695,94315,7320719,4596,1,true,false,77,70.9735
4822695,94315,7320720,4597,1,true,false,7,83.664
4822695,94315,7320721,4602,1,true,false,121,51.7302
4822695,94315,7320722,4600,0,true,false,76,40.9444
4822695,94315,7320723,4601,0,true,false,64,45.037
4822695,94315,7320724,4603,0,true,false,93,58.463
4822695,94315,7320725,4605,0,true,false,62,45.619
4822695,94315,7320726,4604,0,true,false,71,52.1667
4822695,94315,7320727,4606,0,true,true,142,114.394
4822695,94315,7320728,4607,0,true,true,164,102.127
4822695,94315,7320729,4608,2,true,false,169,101.648
4822695,94315,7320730,4610,1,true,false,195,93.8942
4822695,94315,7320731,4609,1,true,true,58,106.659
4822695,94315,7320732,4611,2,true,true,160,69.7328
4822695,94315,7320733,4615,0,true,true,215,84.5741
4822695,94315,7320734,4614,1,true,false,88,67.455
4822695,94315,7320735,4613,2,true,true,80,52.4656
4822695,94315,7320736,4612,0,true,false,105,69.0741
4822695,94315,7320737,4617,0,true,false,219,91.6085
4822695,94315,7320738,4619,0,true,true,182,68.6111
4822695,94315,7320739,4616,0,true,false,43,72.5582
4822695,94315,7320740,4618,0,true,false,82,90.5661
4899148,93565,6874391,3373,3,true,false,4579,451.554
4899148,93565,6874392,3381,4,true,false,1857,538.891
4899148,93565,6874393,3382,4,true,true,1838,518.859
4899148,93565,6874394,3370,3,true,true,2120,569.896
4899148,93565,6874395,3368,4,true,false,3183,562.072
4899148,93565,6874396,3364,2,true,false,1807,613.887
4899148,93565,6874397,3375,8,,false,3931,547.933
4899148,93565,6874398,3371,4,true,true,2638,591.299
4899148,93565,6874399,3369,2,true,false,2067,566.417
4899148,93565,6874400,3383,2,true,false,2187,506.314
4899148,93565,6874401,3379,2,true,true,2500,489.94
4899148,93565,6874402,3378,1,true,false,950,449.714
4899148,93565,6874403,3374,1,true,false,1025,552.661
4899148,93565,6874404,3372,2,true,false,2274,515.025
4899148,93565,6874405,3380,5,,false,2992,680.622
4899148,93565,6874406,3376,3,true,false,2629,542.337
4899148,93565,6874407,3367,7,,false,2774,644.136
4899148,93565,6874408,3365,5,,false,2972,574.085
4899148,93565,6874409,3377,3,true,false,1661,554.417
4899148,93565,6874410,3366,2,true,false,1084,539.727
4899148,93565,6874411,3401,2,true,false,1248,523.573
4899148,93565,6874412,3400,2,true,true,1175,470.98
4899148,93565,6874413,3403,5,,false,4004,550.83
4899148,93565,6874414,3402,3,true,false,1454,480.746
4899148,93565,6874415,3385,1,,false,817,695.999
4899148,93565,6874416,3384,1,true,true,770,648.981
4899148,93565,6874417,3387,1,true,false,662,600.265
4899148,93565,6874418,3386,2,true,false,1253,513.021
4899148,93565,6874419,3390,3,true,false,1484,582.088
4899148,93565,6874420,3389,2,true,true,1588,599.149
4899148,93565,6874421,3388,1,true,false,1769,573.66
4899148,93565,6874422,3391,4,true,true,1754,535.752
4899148,93565,6874423,3395,2,true,false,1211,573.738
4899148,93565,6874424,3396,2,true,true,1150,545.605
4899148,93565,6874425,3392,2,true,false,1098,602.818
4899148,93565,6874426,3393,2,true,false,1041,627.73
4899148,93565,6874427,3394,3,true,true,1543,593.445
4899148,93565,6874428,3398,9,,false,2564,622.267
4899148,93565,6874429,3399,4,,false,1165,685.426
4899148,93565,6874430,3397,5,,false,2888,627.162
4899148,93565,6874431,3407,2,true,true,1943,308.423
4899148,93565,6874432,3405,2,true,true,1639,253.167
4899148,93565,6874433,3404,3,true,true,2083,292.683
4899148,93565,6874434,3406,1,true,true,497,324.189
4899148,93565,6874435,3422,3,true,true,706,323.318
4899148,93565,6874436,3420,3,true,true,1213,331.831
4899148,93565,6874437,3421,3,true,true,1129,380.093
4899148,93565,6874438,3423,2,true,true,848,416.128
4899148,93565,6874439,3412,2,true,true,733,475.562
4899148,93565,6874440,3414,2,true,true,435,455.465
4899148,93565,6874441,3415,2,true,false,546,402.12
4899148,93565,6874442,3413,4,true,true,3176,535.074
4899148,93565,6874443,3416,2,true,false,776,526.442
4899148,93565,6874444,3418,2,true,false,664,494.884
4899148,93565,6874445,3419,2,true,true,1589,439.805
4899148,93565,6874446,3417,2,true,true,1341,422.692
4899148,93565,6874447,3409,3,true,true,1739,356.286
4899148,93565,6874448,3408,2,true,true,864,398.013
4899148,93565,6874449,3410,2,true,false,743,443.022
4899148,93565,6874450,3411,2,true,true,584,417.323
4899148,93565,6866991,355,1,true,false,333,98.5097
4899148,93565,6866992,356,2,true,false,106,87.6549
4899148,93565,6866993,354,1,true,true,77,147.71
4899148,93565,6866994,357,0,true,false,94,150.475
4899148,93565,6866995,351,0,true,true,62,71.2913
4899148,93565,6866996,353,0,true,true,50,58.4379
4899148,93565,6866997,358,0,true,true,129,45.1268
4899148,93565,6866998,359,0,true,true,60,37.2567
4899148,93565,6866999,360,0,true,true,56,48.6399
4899148,93565,6867000,352,0,true,true,45,32.3868
4899148,93565,7754321,4832,2,true,false,197,125.202
4899148,93565,7754322,4838,2,true,false,144,88.0149
4899148,93565,7754323,4841,1,true,false,133,85.334
4899148,93565,7754324,4824,0,true,false,117,97.4319
4899148,93565,7754325,4830,0,true,true,110,84.3617
4899148,93565,7754326,4833,0,true,false,190,82.8596
4899148,93565,7754327,4840,1,true,true,119,117.215
4899148,93565,7754328,4828,1,true,false,132,71.2617
4899148,93565,7754329,4825,0,true,false,149,126.883
4899148,93565,7754330,4831,0,true,true,169,100.932
4899148,93565,7754331,4834,0,true,false,137,79.4404
4899148,93565,7754332,4842,0,true,false,166,108.881
4899148,93565,7754333,4839,0,true,false,146,74.8809
4899148,93565,7754334,4826,0,true,true,172,82.0234
4899148,93565,7754335,4829,0,true,false,99,99.6298
4899148,93565,7754336,4823,0,true,false,180,68.9511
4899148,93565,7754337,4827,0,true,false,118,103.955
4899148,93565,7754338,4835,0,true,false,124,118.347
4899148,93565,7754339,4836,0,true,false,129,89.6532
4899148,93565,7754340,4837,1,true,true,143,48.6936
4899148,93565,7754341,4844,1,true,false,127,86.7404
4899148,93565,7754342,4843,0,true,false,100,116.381
4899148,93565,7754343,4846,0,true,false,15,103.649
4899148,93565,7754344,4845,0,true,false,58,81.9745
4899148,93565,7754345,4850,0,true,false,164,69.8809
4899148,93565,7754346,4847,1,true,false,106,68.7085
4899148,93565,7754347,4848,1,true,false,35,73.0787
4899148,93565,7754348,4849,1,true,false,28,67.8915
4899148,93565,7754349,4851,0,true,true,146,62.3766
4899148,93565,7754350,4852,2,true,false,87,83.0809
4899148,93565,7754351,4853,2,true,false,5,75.7702
4899148,93565,7754352,4854,0,true,false,128,42.8319
4899148,93565,7754353,4857,0,true,false,14,40.9872
4899148,93565,7754354,4858,1,true,false,15,45.2106
4899148,93565,7754355,4855,1,true,false,47,37.6957
4899148,93565,7754356,4856,0,true,true,27,52.1489
4899148,93565,7754357,4859,0,true,false,199,65.5638
4899148,93565,7754358,4860,2,true,false,8,67.2681
4899148,93565,7754359,4862,1,true,false,2,65.2936
4899148,93565,7754360,4861,0,true,false,2,58.9787
4899148,93565,7754361,4865,0,true,false,46,46.1532
4899148,93565,7754362,4863,1,true,false,97,56.0638
4899148,93565,7754363,4866,0,true,false,34,60.9064
4899148,93565,7754364,4864,0,true,false,14,34.0106
4899148,93565,7754365,4868,0,true,false,149,85.4277
4899148,93565,7754366,4867,0,true,false,96,63.0
4899148,93565,7754367,4870,0,true,false,114,107.826
4899148,93565,7754368,4869,0,true,false,123,95.2851
4899148,93565,7754369,4872,0,true,false,375,74.8936
4899148,93565,7754370,4873,0,true,true,18,80.5702
4899148,93565,7754371,4874,0,true,true,15,69.7277
4899148,93565,7754372,4871,0,true,true,26,83.2681
4899148,93565,7754373,4876,0,true,true,520,84.3957
4899148,93565,7754374,4882,0,true,false,14,81.6681
4899148,93565,7754375,4875,0,true,false,69,110.602
4899148,93565,7754376,4877,0,true,true,20,84.1064
4899148,93565,7754377,4881,0,true,true,133,39.9234
4899148,93565,7754378,4879,0,true,false,72,76.117
4899148,93565,7754379,4880,0,true,false,27,41.6851
4899148,93565,7754380,4878,0,true,true,88,48.3915
4936028,59630,4431071,2366,6,true,true,270,263.182
4936028,59630,4431072,2374,9,true,true,172,225.055
4936028,59630,4431073,2375,4,true,false,226,289.233
4936028,59630,4431074,2363,10,,false,129,138.518
4936028,59630,4431075,2361,6,true,true,313,220.98
4936028,59630,4431076,2357,8,,false,55,208.235
4936028,59630,4431077,2368,5,true,false,326,329.355
4936028,59630,4431078,2364,7,,false,157,412.182
4936028,59630,4431079,2362,2,true,true,356,273.683
4936028,59630,4431080,2376,6,,false,47,128.605
4936028,59630,4431081,2372,8,true,true,126,207.188
4936028,59630,4431082,2371,6,true,true,211,159.307
4936028,59630,4431083,2367,4,,false,16,234.985
4936028,59630,4431084,2365,2,,false,4,235.053
4936028,59630,4431085,2373,2,true,true,158,182.962
4936028,59630,4431086,2369,4,,false,17,233.987
4936028,59630,4431087,2360,6,,false,13,187.944
4936028,59630,4431088,2358,1,true,true,124,364.911
4936028,59630,4431089,2370,4,,false,304,187.001
4936028,59630,4431090,2359,3,true,true,210,305.441
4936028,59630,4431091,2335,3,,false,119,130.275
4936028,59630,4431092,2333,2,,false,9,128.796
4936028,59630,4431093,2336,4,,false,14,165.811
4936028,59630,4431094,2334,5,,false,10,109.127
4936028,59630,4431095,2317,1,true,false,243,173.002
4936028,59630,4431096,2318,0,true,true,257,183.234
4936028,59630,4431097,2320,5,,false,104,215.252
4936028,59630,4431098,2319,2,true,true,434,166.502
4936028,59630,4431099,2322,1,true,true,645,208.225
4936028,59630,4431100,2324,3,true,false,758,178.762
4936028,59630,4431101,2323,0,true,false,431,182.475
4936028,59630,4431102,2321,5,,false,27,144.343
4936028,59630,4431103,2332,2,true,false,1455,113.156
4936028,59630,4431104,2331,1,true,false,29,123.833
4936028,59630,4431105,2328,2,true,true,30,127.835
4936028,59630,4431106,2329,2,true,false,71,129.672
4936028,59630,4431107,2330,1,true,true,132,112.461
4936028,59630,4431108,2326,1,true,true,373,127.909
4936028,59630,4431109,2325,1,true,true,309,132.623
4936028,59630,4431110,2327,0,true,true,490,129.126
4936028,59630,4431111,2340,1,true,false,17,108.001
4936028,59630,4431112,2337,2,true,false,19,97.845
4936028,59630,4431113,2338,0,true,true,30,42.1466
4936028,59630,4431114,2339,2,true,false,78,92.8534
4936028,59630,4431115,2353,2,true,false,69,153.869
4936028,59630,4431116,2355,2,true,false,37,162.993
4936028,59630,4431117,2354,2,true,true,36,138.648
4936028,59630,4431118,2356,8,,false,211,151.417
4936028,59630,4431119,2346,6,true,false,112,136.247
4936028,59630,4431120,2347,4,true,false,22,183.527
4936028,59630,4431121,2348,3,true,true,19,169.423
4936028,59630,4431122,2345,1,true,false,20,130.28
4936028,59630,4431123,2352,3,true,true,34,113.277
4936028,59630,4431124,2350,1,true,false,10,151.488
4936028,59630,4431125,2349,1,true,false,11,167.672
4936028,59630,4431126,2351,1,true,true,12,152.799
4936028,59630,4431127,2342,1,true,true,14,140.874
4936028,59630,4431128,2341,1,true,true,12,124.598
4936028,59630,4431129,2343,2,true,true,23,187.639
4936028,59630,4431130,2344,2,true,false,22,191.639
4936028,59630,4420991,354,0,true,false,237,147.71
4936028,59630,4420992,356,0,true,false,128,87.6549
4936028,59630,4420993,357,0,true,false,36,150.475
4936028,59630,4420994,355,0,true,false,139,98.5097
4936028,59630,4420995,353,0,true,false,24,58.4379
4936028,59630,4420996,351,0,true,false,118,71.2913
4936028,59630,4420997,352,0,true,true,170,32.3868
4936028,59630,4420998,359,0,true,true,84,37.2567
4936028,59630,4420999,360,0,true,true,70,48.6399
4936028,59630,4421000,358,0,true,true,92,45.1268
4936028,59630,7259391,755,1,true,false,142,310.887
4936028,59630,7259392,768,1,true,false,46,254.882
4936028,59630,7259393,759,0,true,false,191,275.078
4936028,59630,7259394,764,0,true,false,141,236.216
4936028,59630,7259395,757,0,true,false,217,339.816
4936028,59630,7259396,763,3,true,false,62,243.355
4936028,59630,7259397,752,1,true,true,301,203.646
4936028,59630,7259398,762,1,true,false,19,234.628
4936028,59630,7259399,767,1,true,false,8,331.996
4936028,59630,7259400,750,1,true,false,7,242.097
4936028,59630,7259401,756,1,true,false,19,215.002
4936028,59630,7259402,751,1,true,true,35,290.004
4936028,59630,7259403,760,1,true,true,39,259.927
4936028,59630,7259404,769,0,true,false,184,250.975
4936028,59630,7259405,758,1,true,true,11,228.829
4936028,59630,7259406,766,0,true,false,294,281.058
4936028,59630,7259407,765,1,true,false,15,355.369
4936028,59630,7259408,754,1,true,false,20,270.84
4936028,59630,7259409,761,1,true,true,6,257.39
4936028,59630,7259410,753,1,true,false,6,237.867
4936028,59630,7259411,711,2,true,false,837,187.84
4936028,59630,7259412,710,1,true,true,21,178.087
4936028,59630,7259413,713,1,true,false,71,252.234
4936028,59630,7259414,712,1,true,false,28,243.39
4936028,59630,7259415,715,1,true,false,326,228.453
4936028,59630,7259416,716,1,true,false,692,172.199
4936028,59630,7259417,717,1,true,false,268,190.59
4936028,59630,7259418,714,1,true,false,105,201.527
4936028,59630,7259419,719,1,true,false,298,122.84
4936028,59630,7259420,720,1,true,false,107,103.144
4936028,59630,7259421,718,1,true,false,11,105.134
4936028,59630,7259422,722,0,true,false,55,98.6106
4936028,59630,7259423,721,0,true,true,61,101.026
4936028,59630,7259424,725,0,true,false,250,111.278
4936028,59630,7259425,724,0,true,false,38,111.191
4936028,59630,7259426,723,1,true,true,84,108.733
4936028,59630,7259427,727,1,true,false,150,143.389
4936028,59630,7259428,729,2,true,false,128,150.246
4936028,59630,7259429,726,2,true,true,53,208.168
4936028,59630,7259430,728,2,true,false,476,168.109
4936028,59630,7259431,733,0,true,false,33,84.2704
4936028,59630,7259432,732,0,true,true,23,95.9001
4936028,59630,7259433,730,0,true,false,36,107.414
4936028,59630,7259434,731,0,true,true,27,133.038
4936028,59630,7259435,735,0,true,false,37,123.78
4936028,59630,7259436,734,0,true,false,209,116.096
4936028,59630,7259437,737,0,true,true,125,189.971
4936028,59630,7259438,736,1,true,true,113,205.835
4936028,59630,7259439,741,0,true,true,186,145.712
4936028,59630,7259440,739,0,true,false,65,146.264
4936028,59630,7259441,738,1,true,true,69,156.485
4936028,59630,7259442,740,2,true,false,52,111.644
4936028,59630,7259443,742,1,true,true,74,143.248
4936028,59630,7259444,745,2,true,true,69,111.368
4936028,59630,7259445,743,2,true,false,163,208.165
4936028,59630,7259446,744,1,true,false,15,138.589
4936028,59630,7259447,746,1,true,false,185,182.519
4936028,59630,7259448,748,2,true,true,77,143.632
4936028,59630,7259449,747,1,true,false,55,157.48
4936028,59630,7259450,749,1,true,false,65,181.576
5068618,104778,7686271,3192,0,true,true,60,181.928
5068618,104778,7686272,3196,0,true,true,59,170.736
5068618,104778,7686273,3198,0,true,false,92,197.61
5068618,104778,7686274,3197,0,true,false,175,194.732
5068618,104778,7686275,3190,0,true,true,69,144.649
5068618,104778,7686276,3199,0,true,false,98,176.072
5068618,104778,7686277,3202,2,true,true,155,213.667
5068618,104778,7686278,3200,0,true,true,132,172.573
5068618,104778,7686279,3195,0,true,false,36,162.643
5068618,104778,7686280,3186,0,true,true,35,177.078
5068618,104778,7686281,3201,0,true,true,42,156.285
5068618,104778,7686282,3189,0,true,false,43,157.773
5068618,104778,7686283,3194,0,true,false,39,102.699
5068618,104778,7686284,3191,0,true,true,50,190.163
5068618,104778,7686285,3203,4,true,false,419,207.063
5068618,104778,7686286,3193,1,true,false,59,197.721
5068618,104778,7686287,3184,0,true,false,56,166.039
5068618,104778,7686288,3185,0,true,true,35,145.891
5068618,104778,7686289,3188,1,true,true,68,143.281
5068618,104778,7686290,3187,0,true,false,56,140.956
5068618,104778,7686291,3205,0,true,false,60,161.329
5068618,104778,7686292,3204,3,true,true,350,190.316
5068618,104778,7686293,3207,0,true,false,48,120.911
5068618,104778,7686294,3206,0,true,false,48,123.1
5068618,104778,7686295,3208,0,true,true,58,143.187
5068618,104778,7686296,3211,0,true,false,44,205.434
5068618,104778,7686297,3209,0,true,false,41,158.762
5068618,104778,7686298,3210,0,true,true,56,137.556
5068618,104778,7686299,3214,2,true,true,118,99.7146
5068618,104778,7686300,3213,2,true,true,100,96.4967
5068618,104778,7686301,3212,1,true,false,43,112.194
5068618,104778,7686302,3217,0,true,true,42,133.024
5068618,104778,7686303,3218,0,true,false,37,127.477
5068618,104778,7686304,3215,0,true,false,46,126.477
5068618,104778,7686305,3219,0,true,false,62,134.07
5068618,104778,7686306,3216,0,true,true,36,145.924
5068618,104778,7686307,3223,2,true,true,168,118.669
5068618,104778,7686308,3222,0,true,true,66,113.516
5068618,104778,7686309,3220,0,true,false,63,127.316
5068618,104778,7686310,3221,0,true,false,57,122.449
5068618,104778,7686311,3227,0,true,true,42,75.4401
5068618,104778,7686312,3226,0,true,true,51,74.671
5068618,104778,7686313,3225,0,true,true,39,89.3203
5068618,104778,7686314,3224,0,true,true,38,96.1285
5068618,104778,7686315,3229,0,true,true,43,98.4771
5068618,104778,7686316,3228,0,true,true,50,91.4532
5068618,104778,7686317,3230,0,true,true,37,138.449
5068618,104778,7686318,3231,0,true,true,77,130.355
5068618,104778,7686319,3234,0,true,true,52,100.848
5068618,104778,7686320,3233,0,true,false,41,148.301
5068618,104778,7686321,3232,0,true,true,43,104.057
5068618,104778,7686322,3235,0,true,false,29,126.913
5068618,104778,7686323,3237,0,true,true,82,121.767
5068618,104778,7686324,3239,0,true,false,62,112.227
5068618,104778,7686325,3236,0,true,true,78,128.203
5068618,104778,7686326,3238,0,true,true,88,129.412
5068618,104778,7686327,3241,0,true,true,69,117.791
5068618,104778,7686328,3240,0,true,false,67,118.871
5068618,104778,7686329,3243,0,true,false,71,132.839
5068618,104778,7686330,3242,1,true,true,65,105.658
5068618,104778,7753121,4703,0,true,false,674,98.3941
5068618,104778,7753122,4716,1,true,false,155,85.782
5068618,104778,7753123,4719,1,true,false,149,123.247
5068618,104778,7753124,4708,2,,false,60,67.2746
5068618,104778,7753125,4722,0,true,false,197,135.56
5068618,104778,7753126,4706,0,true,false,300,91.7317
5068618,104778,7753127,4710,0,true,false,70,95.3753
5068618,104778,7753128,4714,1,,false,35,134.052
5068618,104778,7753129,4705,0,true,false,156,61.7736
5068618,104778,7753130,4721,0,true,false,44,82.3941
5068618,104778,7753131,4720,0,true,false,64,132.04
5068618,104778,7753132,4715,0,true,true,127,80.2285
5068618,104778,7753133,4718,0,true,false,130,111.09
5068618,104778,7753134,4711,0,true,true,80,87.4906
5068618,104778,7753135,4707,0,true,false,63,137.862
5068618,104778,7753136,4704,0,true,false,81,170.943
5068618,104778,7753137,4717,0,true,false,74,53.7065
5068618,104778,7753138,4709,0,true,false,96,92.0273
5068618,104778,7753139,4712,0,true,false,63,84.5052
5068618,104778,7753140,4713,0,true,false,73,123.22
5068618,104778,7753141,4723,2,true,false,242,108.48
5068618,104778,7753142,4724,1,true,false,27,109.818
5068618,104778,7753143,4725,0,true,false,198,101.742
5068618,104778,7753144,4726,0,true,false,59,91.2474
5068618,104778,7753145,4727,0,true,false,118,83.2683
5068618,104778,7753146,4729,0,true,false,77,77.9371
5068618,104778,7753147,4730,0,true,false,40,64.8155
5068618,104778,7753148,4728,0,true,false,152,85.9665
5068618,104778,7753149,4733,0,true,false,133,89.0168
5068618,104778,7753150,4732,0,true,false,117,97.457
5068618,104778,7753151,4731,0,true,false,6,97.6478
5068618,104778,7753152,4735,0,true,false,419,86.7191
5068618,104778,7753153,4738,0,true,false,196,84.6813
5068618,104778,7753154,4734,0,true,false,381,94.3082
5068618,104778,7753155,4737,0,true,false,16,104.042
5068618,104778,7753156,4736,0,true,false,101,85.4025
5068618,104778,7753157,4740,1,,false,81,38.9853
5068618,104778,7753158,4741,1,,false,3,39.9182
5068618,104778,7753159,4739,1,,false,2,44.1593
5068618,104778,7753160,4742,1,,false,12,39.0692
5068618,104778,7753161,4745,0,true,false,30,38.782
5068618,104778,7753162,4744,0,true,true,14,38.1363
5068618,104778,7753163,4746,0,true,true,54,44.369
5068618,104778,7753164,4743,0,true,false,69,62.9853
5068618,104778,7753165,4747,0,true,false,85,43.9329
5068618,104778,7753166,4748,1,,false,52,39.0356
5068618,104778,7753167,4749,0,true,false,297,89.5975
5068618,104778,7753168,4750,0,true,true,841,103.421
5068618,104778,7753169,4752,0,true,false,344,94.8994
5068618,104778,7753170,4753,0,true,true,119,84.9308
5068618,104778,7753171,4754,1,,false,16,100.941
5068618,104778,7753172,4751,0,true,false,62,62.8344
5068618,104778,7753173,4756,0,true,false,67,70.153
5068618,104778,7753174,4758,1,,false,13,94.3438
5068618,104778,7753175,4755,1,true,false,14,71.218
5068618,104778,7753176,4757,0,true,true,21,67.914
5068618,104778,7753177,4760,1,true,false,123,52.153
5068618,104778,7753178,4761,0,true,false,96,68.5975
5068618,104778,7753179,4759,0,true,false,39,70.1006
5068618,104778,7753180,4762,0,true,false,39,61.3836
5077280,60457,4489621,356,3,,false,69,87.6549
5077280,60457,4489622,357,2,,false,49,150.475
5077280,60457,4489623,354,2,true,false,208,147.71
5077280,60457,4489624,355,3,true,false,122,98.5097
5077280,60457,4489625,353,3,true,true,316,58.4379
5077280,60457,4489626,351,3,true,false,163,71.2913
5077280,60457,4489627,358,3,true,true,73,45.1268
5077280,60457,4489628,360,3,true,true,88,48.6399
5077280,60457,4489629,352,3,true,true,72,32.3868
5077280,60457,4489630,359,2,true,true,112,37.2567
5077280,60457,4492781,880,4,true,true,109,310.628
5077280,60457,4492782,888,4,true,true,57,312.645
5077280,60457,4492783,889,9,true,false,131,198.549
5077280,60457,4492784,877,2,true,true,36,254.753
5077280,60457,4492785,875,4,true,true,33,287.289
5077280,60457,4492786,871,13,true,false,204,217.345
5077280,60457,4492787,882,11,true,false,125,232.209
5077280,60457,4492788,878,6,true,true,210,301.646
5077280,60457,4492789,876,7,true,true,197,264.593
5077280,60457,4492790,890,3,true,true,30,245.221
